Stamp,File Path,Using circle,Using arrow,Number of people,Number of people in group,Group radius,Distance to group,Robot within group?,Robot facing group?,Robot work radius,Distance to closest human,Distance to 2nd closest human,Distance to 3rd closest human,Direction to closest human,Direction to 2nd closest human,Direction to 3rd closest human,Direction from closest human to robot,Robot facing closest human?,Robot facing 2nd closest human?,Robot facing 3rd closest human?,Closest human facing robot?,2nd closest human facing robot?,3d closest human facing robot?,Number of children,Distance to closest child,Number of animals,Distance to closest animal,Number of people sitting/laying in sofa?,Music playing?,Number of agents in scene,PosRot1,PosRot2,PosRot3,PosRot4,PosRot5,PosRot6,PosRot7,PosRot8,PosRot9,PosRot10,PosRot11,PosRotPepper,
221,data/screenshots/221_1_0_4_0_50_50_0_0_1.530021_0.6872425_1.176834_1.407429_289.4034_222.0484_246.5429_350.8575_0_0_0_1_1_0_0_50_0_0_5.png,1,0,4,0,50,50,0,0,1.530021,0.6872425,1.176834,1.407429,289.4034,222.0484,246.5429,350.8575,0,0,0,1,1,0,0,50,0,50,0,0,5,"(-5.9, -0.9, -3.8) (0.0, 0.5, 0.0, 0.9)","(-5.0, -0.9, -4.4) (0.0, 0.5, 0.0, -0.9)","(-5.5, -0.9, -4.7) (0.0, 1.0, 0.0, 0.0)","(-6.5, -0.9, -4.6) (0.0, 0.2, 0.0, -1.0)",_,_,_,_,_,_,_,"(-5.4, -0.9, -3.3) (-0.1, -0.5, 0.0, 0.9)",
222,data/screenshots/222_1_0_1_0_50_50_0_0_1.631047_3.679827_50_50_284.493_1000_1000_152.4902_0_0_0_0_0_0_0_50_0_0_2.png,1,0,1,0,50,50,0,0,1.631047,3.679827,50,50,284.493,1000,1000,152.4902,0,0,0,0,0,0,0,50,0,50,0,0,2,"(-4.4, -0.9, -1.9) (0.0, 0.9, 0.0, 0.4)",_,_,_,_,_,_,_,_,_,_,"(-7.8, -0.9, -0.6) (0.0, 1.0, 0.0, -0.1)",
223,data/screenshots/223_0_1_5_4_0.6047323_0_1_1_0_0.6047323_0.6047323_0.6047323_349_79_169_0_1_0_0_1_1_1_0_50_1_0_7.png,0,1,5,4,0.6047323,0,1,1,0,0.6047323,0.6047323,0.6047323,349,79,169,0,1,0,0,1,1,1,0,50,1,3.169186,0,0,7,"(-4.0, -0.9, -1.9) (0.0, 1.0, 0.0, 0.0)","(-3.4, -0.9, -2.5) (0.0, -0.7, 0.0, 0.7)","(-4.0, -0.9, -3.1) (0.0, 0.0, 0.0, 1.0)","(-4.6, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7)","(-7.9, -0.9, -2.5) (0.0, 0.8, 0.0, 0.6)",_,_,_,_,_,"(-7.2, -0.9, -2.4) (0.0, 1.0, 0.0, 0.1)","(-4.0, -0.9, -2.5) (0.0, 0.1, 0.0, 1.0)",
224,data/screenshots/224_1_0_1_4_0.5057998_0_1_1_2.138789_0.5057998_0.5057998_0.5057998_263_353_83_0_0_1_0_1_1_1_0_50_1_0_6.png,1,0,1,4,0.5057998,0,1,1,2.138789,0.5057998,0.5057998,0.5057998,263,353,83,0,0,1,0,1,1,1,0,50,1,0.8655536,0,0,6,"(-4.0, -0.9, -2.0) (0.0, 1.0, 0.0, 0.0)","(-3.5, -0.9, -2.5) (0.0, -0.7, 0.0, 0.7)","(-4.0, -0.9, -3.0) (0.0, 0.0, 0.0, 1.0)","(-4.5, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7)",_,_,_,_,_,_,"(-3.2, -0.9, -2.9) (0.0, 1.0, 0.0, 0.3)","(-4.0, -0.9, -2.5) (0.0, 0.7, 0.0, 0.7)",
225,data/screenshots/225_1_0_1_4_0.7316084_0_1_1_1.711623_0.7316084_0.7316084_0.7316084_131_221_311_0_0_0_0_1_1_1_0_50_0_0_5.png,1,0,1,4,0.7316084,0,1,1,1.711623,0.7316084,0.7316084,0.7316084,131,221,311,0,0,0,0,1,1,1,0,50,0,50,0,0,5,"(-5.5, -0.9, -3.3) (0.0, 1.0, 0.0, 0.0)","(-4.8, -0.9, -4.0) (0.0, -0.7, 0.0, 0.7)","(-5.5, -0.9, -4.7) (0.0, 0.0, 0.0, 1.0)","(-6.2, -0.9, -4.0) (0.0, 0.7, 0.0, 0.7)",_,_,_,_,_,_,_,"(-5.5, -0.9, -4.0) (0.0, 0.9, 0.0, -0.4)",
226,data/screenshots/226_0_1_7_0_50_50_1_0_0_0.7528636_0.8293287_1.906696_317.7942_209.5477_38.95747_69.79419_0_0_1_0_0_0_1_0.7528636_0_0_8.png,0,1,7,0,50,50,1,0,0,0.7528636,0.8293287,1.906696,317.7942,209.5477,38.95747,69.79419,0,0,1,0,0,0,1,0.7528636,0,50,0,1,8,"(-2.8, -0.9, -2.7) (0.0, 0.8, 0.0, 0.6)","(-6.5, -0.9, -3.1) (0.0, 1.0, 0.0, 0.1)","(-4.4, -0.9, -4.9) (0.0, 0.9, 0.0, -0.4)","(-5.3, -0.9, -3.9) (0.0, 0.7, 0.0, -0.7)","(-3.9, -0.9, -1.0) (0.0, 1.0, 0.0, 0.3)","(-5.9, -0.9, -4.2) (0.0, 0.6, 0.0, 0.8)",_,_,"(-2.7, -0.9, -4.0) (0.0, 0.8, 0.0, -0.6)",_,_,"(-3.2, -0.9, -3.4) (0.0, 1.0, 0.0, 0.0)",
227,data/screenshots/227_0_1_6_0_50_50_1_0_0_0.6908197_1.546093_2.826039_71.08237_338.8985_39.79738_323.8765_0_1_1_1_0_1_0_50_0_0_7.png,0,1,6,0,50,50,1,0,0,0.6908197,1.546093,2.826039,71.08237,338.8985,39.79738,323.8765,0,1,1,1,0,1,0,50,0,50,0,0,7,"(-7.2, -0.9, -0.8) (0.0, 1.0, 0.0, 0.1)","(-8.2, -0.9, -1.2) (0.0, 0.9, 0.0, -0.5)","(-8.6, -0.9, -0.5) (0.0, 0.6, 0.0, 0.8)","(-4.4, -0.9, -2.5) (0.0, 0.5, 0.0, 0.8)","(-2.7, -0.9, -2.6) (0.0, 1.0, 0.0, -0.2)","(-4.0, -0.9, -4.7) (0.0, 0.1, 0.0, 1.0)",_,_,_,_,_,"(-4.1, -0.9, -1.9) (0.0, 0.9, 0.0, 0.4)",
228,data/screenshots/228_1_0_8_0_50_50_1_0_1.313851_0.6024963_1.745043_2.178729_160.0166_112.2661_79.43896_45.60818_0_0_0_0_1_0_2_5.871325_0_0_9.png,1,0,8,0,50,50,1,0,1.313851,0.6024963,1.745043,2.178729,160.0166,112.2661,79.43896,45.60818,0,0,0,0,1,0,2,5.871325,0,50,0,0,9,"(-4.9, -0.9, -4.6) (0.0, 0.5, 0.0, 0.9)","(-8.5, -0.9, -0.6) (0.0, 0.1, 0.0, 1.0)","(-3.0, -0.9, -3.6) (0.0, 0.8, 0.0, 0.6)","(-5.3, -0.9, -4.6) (0.0, 0.0, 0.0, 1.0)","(-7.7, -0.9, -2.1) (0.0, 0.9, 0.0, 0.5)","(-4.4, -0.9, -3.5) (0.0, 0.8, 0.0, 0.6)",_,_,"(-8.1, -0.9, -0.7) (0.0, 0.9, 0.0, 0.5)","(-7.8, -0.9, -1.1) (0.0, 0.4, 0.0, -0.9)",_,"(-2.8, -0.9, -4.1) (0.0, 1.0, 0.0, 0.0)",
229,data/screenshots/229_1_0_8_0_50_50_1_0_0.7127373_0.7910393_1.85546_2.413845_245.4198_269.7212_10.4115_231.2775_0_0_1_0_0_0_0_50_1_2_10.png,1,0,8,0,50,50,1,0,0.7127373,0.7910393,1.85546,2.413845,245.4198,269.7212,10.4115,231.2775,0,0,1,0,0,0,0,50,1,1.153089,2,0,10,"(-3.1, -0.9, -4.1) (0.0, 0.9, 0.0, 0.5)","(-7.5, -0.9, -2.2) (0.0, 0.7, 0.0, -0.7)","(-7.4, -0.9, -0.1) (0.0, 0.5, 0.0, -0.9)","(-3.8, -0.9, -5.1) (0.0, 0.9, 0.0, 0.4)","(-7.1, -0.9, -1.4) (0.0, 0.5, 0.0, -0.8)","(-4.1, -0.9, -0.9) (0.0, 0.4, 0.0, 0.9)","(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)","(-5.3, -0.7, -2.1) (0.0, -0.8, 0.0, 0.7)",_,_,"(-3.8, -0.9, -2.3) (0.0, 0.8, 0.0, 0.6)","(-3.2, -0.9, -3.3) (0.0, -0.6, 0.0, 0.8)",
230,data/screenshots/230_1_0_2_0_50_50_1_0_2.236568_1.342382_2.118412_50_53.57681_238.0772_1000_352.846_0_0_0_1_0_0_0_50_1_0_4.png,1,0,2,0,50,50,1,0,2.236568,1.342382,2.118412,50,53.57681,238.0772,1000,352.846,0,0,0,1,0,0,0,50,1,3.631898,0,0,4,"(-4.2, -0.9, -3.7) (0.0, 0.6, 0.0, 0.8)","(-4.4, -0.9, -0.3) (0.0, 1.0, 0.0, 0.0)",_,_,_,_,_,_,_,_,"(-7.9, -0.9, -1.0) (0.0, 0.8, 0.0, -0.6)","(-4.3, -0.9, -1.6) (0.0, -0.5, 0.0, 0.9)",
231,data/screenshots/231_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,0,0,0,0,0,0,0,50,0,50,0,0,1,_,_,_,_,_,_,_,_,_,_,_,"(-5.9, -0.9, -3.6) (0.0, -0.1, 0.0, 1.0)",
232,data/screenshots/232_0_1_0_0_50_50_1_0_0_50_50_50_1000_1000_1000_1000_0_0_0_0_0_0_0_50_0_0_1.png,0,1,0,0,50,50,1,0,0,50,50,50,1000,1000,1000,1000,0,0,0,0,0,0,0,50,0,50,0,0,1,_,_,_,_,_,_,_,_,_,_,_,"(-8.5, -0.9, -0.1) (0.0, -0.1, 0.0, 1.0)",
233,data/screenshots/233_0_1_1_0_50_50_1_0_0_3.732289_50_50_2.095795_1000_1000_1000_1_0_0_0_0_0_0_50_0_1_2.png,0,1,1,0,50,50,1,0,0,3.732289,50,50,2.095795,1000,1000,1000,1,0,0,0,0,0,0,50,0,50,1,0,2,_,_,_,_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,_,_,"(-5.4, -0.9, -3.9) (0.0, -0.1, 0.0, 1.0)",
234,data/screenshots/234_1_0_5_4_0.8667579_0_1_1_0.5047573_0.8667579_0.8667579_0.8667579_228_318_48_0_0_0_0_1_1_1_0_50_0_0_6.png,1,0,5,4,0.8667579,0,1,1,0.5047573,0.8667579,0.8667579,0.8667579,228,318,48,0,0,0,0,1,1,1,0,50,0,50,0,0,6,"(-7.5, -0.9, -0.6) (0.0, 1.0, 0.0, 0.0)","(-6.6, -0.9, -1.5) (0.0, -0.7, 0.0, 0.7)","(-7.5, -0.9, -2.4) (0.0, 0.0, 0.0, 1.0)","(-8.4, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7)","(-6.0, -0.9, -3.0) (0.0, 0.5, 0.0, -0.9)",_,_,_,_,_,_,"(-7.5, -0.9, -1.5) (0.0, 0.9, 0.0, 0.4)",
235,data/screenshots/235_1_0_5_0_50_50_1_0_2.727159_1.211654_1.218259_1.579419_239.1824_302.3652_99.2298_355.1823_0_0_0_1_0_0_0_50_0_0_6.png,1,0,5,0,50,50,1,0,2.727159,1.211654,1.218259,1.579419,239.1824,302.3652,99.2298,355.1823,0,0,0,1,0,0,0,50,0,50,0,0,6,"(-3.2, -0.9, -4.2) (0.0, 1.0, 0.0, -0.3)","(-3.9, -0.9, -1.5) (0.0, 0.8, 0.0, 0.6)","(-3.2, -0.9, -2.9) (0.0, 0.8, 0.0, -0.5)","(-4.4, -0.9, -0.7) (0.0, 1.0, 0.0, 0.2)","(-5.8, -0.9, -3.3) (0.0, 0.2, 0.0, -1.0)",_,_,_,_,_,_,"(-4.2, -0.9, -3.6) (0.0, 1.0, 0.0, 0.0)",
236,data/screenshots/236_0_1_6_4_0.7648283_0_1_1_0_0.7648282_0.7648282_0.7648282_44_134_224_0_1_0_0_1_1_1_0_50_0_0_7.png,0,1,6,4,0.7648283,0,1,1,0,0.7648282,0.7648282,0.7648282,44,134,224,0,1,0,0,1,1,1,0,50,0,50,0,0,7,"(-3.0, -0.9, -2.2) (0.0, 1.0, 0.0, 0.0)","(-2.2, -0.9, -3.0) (0.0, -0.7, 0.0, 0.7)","(-3.0, -0.9, -3.8) (0.0, 0.0, 0.0, 1.0)","(-3.8, -0.9, -3.0) (0.0, 0.7, 0.0, 0.7)","(-6.6, -0.9, -4.5) (0.0, 0.9, 0.0, 0.5)","(-4.0, -0.9, -0.5) (0.0, 1.0, 0.0, 0.3)",_,_,_,_,_,"(-3.0, -0.9, -3.0) (0.0, 0.4, 0.0, -0.9)",
237,data/screenshots/237_0_1_1_4_0.7141718_4.303421_0_1_0_3.782881_3.884723_4.792481_6.947693_351.8858_6.569733_226.7938_1_1_1_0_0_0_0_50_1_0_6.png,0,1,1,4,0.7141718,4.303421,0,1,0,3.782881,3.884723,4.792481,6.947693,351.8858,6.569733,226.7938,1,1,1,0,0,0,0,50,1,1.435572,0,0,6,"(-7.5, -0.9, -0.8) (0.0, 1.0, 0.0, 0.0)","(-6.8, -0.9, -1.5) (0.0, -0.7, 0.0, 0.7)","(-7.5, -0.9, -2.2) (0.0, 0.0, 0.0, 1.0)","(-8.2, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7)",_,_,_,_,_,_,"(-2.8, -0.9, -3.9) (0.0, 0.4, 0.0, -0.9)","(-4.2, -0.9, -4.3) (0.0, -0.4, 0.0, 0.9)",
238,data/screenshots/238_0_1_4_0_50_50_0_0_0_1.180521_3.0143_3.887769_23.58929_136.3318_182.0423_182.3212_1_0_0_0_1_0_0_50_1_0_6.png,0,1,4,0,50,50,0,0,0,1.180521,3.0143,3.887769,23.58929,136.3318,182.0423,182.3212,1,0,0,0,1,0,0,50,1,2.714946,0,1,6,"(-4.0, -0.9, -0.3) (0.0, 1.0, 0.0, 0.0)","(-3.9, -0.9, -4.3) (0.0, 0.9, 0.0, 0.4)","(-3.8, -0.9, -3.1) (0.0, 0.6, 0.0, -0.8)","(-7.7, -0.9, 0.0) (0.0, 0.3, 0.0, -0.9)",_,_,_,_,_,_,"(-6.0, -0.9, -3.5) (0.0, 0.6, 0.0, 0.8)","(-7.0, -0.9, -1.0) (0.0, -0.5, 0.0, 0.9)",
239,data/screenshots/239_0_1_3_0_50_50_0_0_0_1.263615_1.725931_3.909208_192.9847_240.2449_152.6415_253.3059_0_0_0_0_1_0_1_1.263615_0_0_4.png,0,1,3,0,50,50,0,0,0,1.263615,1.725931,3.909208,192.9847,240.2449,152.6415,253.3059,0,0,0,0,1,0,1,1.263615,0,50,0,0,4,"(-8.4, -0.9, -2.0) (0.0, 1.0, 0.0, 0.2)","(-4.2, -0.9, -2.3) (0.0, 0.2, 0.0, -1.0)",_,_,_,_,_,_,"(-7.2, -0.9, -1.6) (0.0, 0.7, 0.0, 0.7)",_,_,"(-7.7, -0.9, -0.5) (0.0, -0.3, 0.0, 1.0)",
240,data/screenshots/240_0_1_1_0_50_50_0_0_0_1.811085_50_50_49.63478_1000_1000_239.9407_0_0_0_0_0_0_0_50_0_0_2.png,0,1,1,0,50,50,0,0,0,1.811085,50,50,49.63478,1000,1000,239.9407,0,0,0,0,0,0,0,50,0,50,0,0,2,"(-6.5, -0.9, -4.8) (0.0, 1.0, 0.0, 0.3)",_,_,_,_,_,_,_,_,_,_,"(-5.6, -0.9, -3.2) (0.0, 1.0, 0.0, 0.2)",
241,data/screenshots/241_1_0_1_0_50_50_0_0_1.01458_2.065955_50_50_227.9596_1000_1000_1000_0_0_0_0_0_0_0_50_0_1_2.png,1,0,1,0,50,50,0,0,1.01458,2.065955,50,50,227.9596,1000,1000,1000,0,0,0,0,0,0,0,50,0,50,1,0,2,_,_,_,_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,_,_,"(-7.6, -0.9, -0.7) (0.0, 1.0, 0.0, -0.2)",
242,data/screenshots/242_0_1_1_0_50_50_0_0_0_0.8036729_50_50_80.31204_1000_1000_330.2123_0_0_0_1_0_0_0_50_1_0_3.png,0,1,1,0,50,50,0,0,0,0.8036729,50,50,80.31204,1000,1000,330.2123,0,0,0,1,0,0,0,50,1,4.347185,0,0,3,"(-3.9, -0.9, -1.6) (0.0, 0.1, 0.0, 1.0)",_,_,_,_,_,_,_,_,_,"(-8.5, -0.9, -1.7) (0.0, 0.1, 0.0, 1.0)","(-4.2, -0.9, -0.8) (-0.1, 0.6, 0.1, 0.8)",
243,data/screenshots/243_1_0_7_4_0.5897415_0_1_1_1.905906_0.5897415_0.5897415_0.5897417_334_154_64_0_1_0_0_1_1_0_1_3.185308_0_0_8.png,1,0,7,4,0.5897415,0,1,1,1.905906,0.5897415,0.5897415,0.5897417,334,154,64,0,1,0,0,1,1,0,1,3.185308,0,50,0,0,8,"(-7.5, -0.9, -0.9) (0.0, 1.0, 0.0, 0.0)","(-6.9, -0.9, -1.5) (0.0, -0.7, 0.0, 0.7)","(-7.5, -0.9, -2.1) (0.0, 0.0, 0.0, 1.0)","(-8.1, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7)","(-3.0, -0.9, -3.6) (0.0, 0.1, 0.0, -1.0)","(-4.1, -0.9, -3.1) (0.0, 0.4, 0.0, 0.9)",_,_,"(-4.3, -0.9, -1.5) (0.0, 0.7, 0.0, 0.7)",_,_,"(-7.5, -0.9, -1.5) (0.0, 0.2, 0.0, 1.0)",
244,data/screenshots/244_0_1_5_0_50_50_1_0_0_0.7964127_1.333033_2.267295_178.4381_236.104_37.73552_118.4381_0_0_1_0_0_0_0_50_0_1_6.png,0,1,5,0,50,50,1,0,0,0.7964127,1.333033,2.267295,178.4381,236.104,37.73552,118.4381,0,0,1,0,0,0,0,50,0,50,1,0,6,"(-5.2, -0.9, -4.7) (0.0, 0.9, 0.0, -0.4)","(-3.9, -0.9, -2.1) (0.0, 0.5, 0.0, 0.9)","(-7.5, -0.9, -2.2) (0.0, 0.0, 0.0, 1.0)","(-2.7, -0.9, -2.2) (0.0, 1.0, 0.0, 0.0)",_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,_,_,"(-3.9, -0.9, -2.9) (0.0, 1.0, 0.0, 0.0)",
245,data/screenshots/245_0_1_8_0_50_50_1_0_0_0.8881883_1.841142_2.058078_134.4575_133.6957_32.40375_266.5615_0_0_1_0_1_0_2_1.841142_1_0_10.png,0,1,8,0,50,50,1,0,0,0.8881883,1.841142,2.058078,134.4575,133.6957,32.40375,266.5615,0,0,1,0,1,0,2,1.841142,1,0.9407362,0,0,10,"(-2.9, -0.9, -4.2) (0.0, 0.9, 0.0, 0.5)","(-2.9, -0.9, -3.0) (0.0, 0.2, 0.0, 1.0)","(-7.2, -0.9, -0.4) (0.0, 1.0, 0.0, -0.1)","(-5.1, -0.9, -4.0) (0.0, 0.8, 0.0, 0.6)","(-2.6, -0.9, -2.2) (0.0, 0.8, 0.0, -0.6)","(-7.7, -0.9, -1.2) (0.0, 0.7, 0.0, -0.7)",_,_,"(-2.9, -0.9, -3.7) (0.0, 0.9, 0.0, 0.3)","(-5.3, -0.9, -4.9) (0.0, 0.3, 0.0, -1.0)","(-5.9, -0.9, -3.3) (0.0, 1.0, 0.0, -0.2)","(-5.0, -0.9, -3.1) (0.0, 0.5, 0.0, 0.9)",
246,data/screenshots/246_0_1_3_0_50_50_1_0_0_2.667877_2.98849_3.603231_273.4241_339.9936_324.4108_13.22385_0_1_1_1_0_0_1_3.603231_0_0_4.png,0,1,3,0,50,50,1,0,0,2.667877,2.98849,3.603231,273.4241,339.9936,324.4108,13.22385,0,1,1,1,0,0,1,3.603231,0,50,0,0,4,"(-4.4, -0.9, -2.2) (0.0, 0.7, 0.0, -0.7)","(-6.4, -0.9, -4.5) (0.0, 0.9, 0.0, 0.4)",_,_,_,_,_,_,"(-5.4, -0.9, -4.8) (0.0, 1.0, 0.0, -0.2)",_,_,"(-7.0, -0.9, -1.5) (0.0, 1.0, 0.0, -0.1)",
247,data/screenshots/247_1_0_4_0_50_50_1_0_2.718603_2.204135_2.498928_3.284162_160.8241_272.0013_193.8486_25.03459_0_0_0_1_0_0_0_50_0_0_5.png,1,0,4,0,50,50,1,0,2.718603,2.204135,2.498928,3.284162,160.8241,272.0013,193.8486,25.03459,0,0,0,1,0,0,0,50,0,50,0,0,5,"(-7.9, -0.9, -1.7) (0.0, 0.8, 0.0, 0.6)","(-7.0, -0.9, -0.1) (0.0, 1.0, 0.0, 0.1)","(-2.9, -0.9, -2.5) (0.0, 0.0, 0.0, -1.0)","(-4.1, -0.9, -2.3) (0.0, 0.9, 0.0, 0.5)",_,_,_,_,_,_,_,"(-6.4, -0.9, -3.3) (0.0, 1.0, 0.0, 0.2)",
248,data/screenshots/248_1_0_2_0_50_50_1_0_0.8052968_2.050573_4.003879_50_25.76498_253.4936_1000_24.97687_1_0_0_1_0_0_0_50_0_0_3.png,1,0,2,0,50,50,1,0,0.8052968,2.050573,4.003879,50,25.76498,253.4936,1000,24.97687,1,0,0,1,0,0,0,50,0,50,0,0,3,"(-7.5, -0.9, -0.6) (0.0, 0.7, 0.0, -0.7)","(-2.9, -0.9, -3.7) (0.0, 0.8, 0.0, -0.6)",_,_,_,_,_,_,_,_,_,"(-5.0, -0.9, -3.6) (0.0, 0.5, 0.0, 0.8)",
249,data/screenshots/249_0_1_4_0_50_50_1_0_0_2.224892_3.661884_3.884281_249.1327_334.7057_279.5156_210.1096_0_1_0_0_0_0_0_50_0_1_5.png,0,1,4,0,50,50,1,0,0,2.224892,3.661884,3.884281,249.1327,334.7057,279.5156,210.1096,0,1,0,0,0,0,0,50,0,50,1,0,5,"(-7.2, -0.9, -1.9) (0.0, 0.4, 0.0, -0.9)","(-3.1, -0.9, -2.6) (0.0, 1.0, 0.0, 0.0)","(-3.9, -0.9, -0.2) (0.0, 0.7, 0.0, 0.7)",_,_,_,"(-5.7, -0.3, -0.3) (0.0, -0.7, 0.0, 0.7)",_,_,_,_,"(-6.5, -0.9, -4.0) (0.0, 0.7, 0.0, 0.7)",
