id,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow,carry_big_objects_tables_chairs_etc__in_the_direction_of_the_arrow:variance,carry_big_objects_tables_chairs_etc_within_the_circle,carry_big_objects_tables_chairs_etc_within_the_circle:variance,carry_cold_food_in_the_direction_of_the_arrow,carry_cold_food_in_the_direction_of_the_arrow:variance,carry_cold_food_within_the_circle,carry_cold_food_within_the_circle:variance,carry_drinks_in_the_direction_of_the_arrow,carry_drinks_in_the_direction_of_the_arrow:variance,carry_drinks_within_the_circle,carry_drinks_within_the_circle:variance,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow,carry_small_objects_plates_toys_etc__in_the_direction_of_the_arrow:variance,carry_small_objects_plates_toys_etc_within_the_circle,carry_small_objects_plates_toys_etc_within_the_circle:variance,carry_warm_food_in_the_direction_of_the_arrow,carry_warm_food_in_the_direction_of_the_arrow:variance,carry_warm_food_within_the_circle,carry_warm_food_within_the_circle:variance,cleaning_picking_up_stuff_within_the_circle,cleaning_picking_up_stuff_within_the_circle:variance,mopping_the_floor_in_the_direction_of_the_arrow,mopping_the_floor_in_the_direction_of_the_arrow:variance,mopping_the_floor_within_the_circle,mopping_the_floor_within_the_circle:variance,starting_conversation_in_the_direction_of_the_arrow,starting_conversation_in_the_direction_of_the_arrow:variance,vacuum_cleaning_in_the_direction_of_the_arrow,vacuum_cleaning_in_the_direction_of_the_arrow:variance,vacuum_cleaning_within_the_circle,vacuum_cleaning_within_the_circle:variance,2nd_closest_human_facing_robot,3d_closest_human_facing_robot,closest_human_facing_robot,direction_from_closest_human_to_robot,direction_to_2nd_closest_human,direction_to_3rd_closest_human,direction_to_closest_human,distance_to_2nd_closest_human,distance_to_3rd_closest_human,distance_to_closest_animal,distance_to_closest_child,distance_to_closest_human,distance_to_group,group_radius,music_playing,number_of_agents_in_scene,number_of_animals,number_of_children,number_of_people,number_of_people_in_group,number_of_people_sittinglaying_in_sofa,robot_facing_2nd_closest_human,robot_facing_3rd_closest_human,robot_facing_closest_human,robot_facing_group,robot_within_group,robot_work_radius,stamp,using_arrow,using_circle
2642891411,0.0,0.0,3.07,1.692,0.0,0.0,3.33,1.535,0.0,0.0,3.27,1.611,0.0,0.0,3.27,1.611,0.0,0.0,3.33,1.66,3.33,1.66,0.0,0.0,2.8,1.681,0.0,0.0,0.0,0.0,2.8,1.681,0,0,0,315.8753,260.3073,1000.0,343.9214,3.512707,50.0,4.403117,50.0,0.6607898,50.0,50.0,0,4,1,0,2,0,0,0,0,1,0,0,1.764562,123,0,1
2642891412,0.0,0.0,3.0,1.5490000000000002,0.0,0.0,2.87,1.7069999999999999,0.0,0.0,2.87,1.7069999999999999,0.0,0.0,2.93,1.692,0.0,0.0,2.87,1.7069999999999999,3.13,1.5430000000000001,0.0,0.0,3.53,1.6280000000000001,0.0,0.0,0.0,0.0,3.47,1.5859999999999999,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0.8626171,124,0,1
2642891413,0.0,0.0,3.0,1.633,0.0,0.0,2.67,1.66,0.0,0.0,2.67,1.66,0.0,0.0,2.73,1.692,0.0,0.0,2.6,1.665,3.07,1.569,0.0,0.0,3.4,1.5830000000000002,0.0,0.0,0.0,0.0,3.4,1.5830000000000002,0,0,1,344.7545,1000.0,1000.0,95.49324,50.0,50.0,50.0,50.0,6.094883,50.0,50.0,1,2,0,0,1,0,0,0,0,0,0,0,1.44181,125,0,1
2642891414,0.0,0.0,2.8,1.7590000000000001,0.0,0.0,3.33,1.578,0.0,0.0,3.33,1.578,0.0,0.0,3.33,1.578,0.0,0.0,3.27,1.652,2.87,1.7069999999999999,0.0,0.0,2.27,1.611,0.0,0.0,0.0,0.0,2.27,1.611,1,0,1,0.0,42.0,162.0,282.0,0.6873791,0.6873792,50.0,50.0,0.6873791,0.0,0.6873791,0,8,0,0,7,3,2,1,0,0,1,1,1.53817,126,0,1
2642891415,0.0,0.0,2.67,1.578,0.0,0.0,3.13,1.6680000000000001,0.0,0.0,3.13,1.6680000000000001,0.0,0.0,3.2,1.6,0.0,0.0,3.07,1.692,2.87,1.6280000000000001,0.0,0.0,2.53,1.5430000000000001,0.0,0.0,0.0,0.0,2.4,1.5830000000000002,0,1,1,0.0,193.0,73.0,313.0,0.9514865,0.9514868000000001,3.7639720000000003,50.0,0.9514864,0.0,0.9514865,0,5,1,0,2,3,0,0,0,0,1,1,2.154204,127,0,1
2642891416,0.0,0.0,2.8,1.6,0.0,0.0,3.47,1.454,0.0,0.0,3.4,1.405,0.0,0.0,3.2,1.4240000000000002,0.0,0.0,3.2,1.558,3.13,1.4080000000000001,0.0,0.0,2.93,1.526,0.0,0.0,0.0,0.0,2.8,1.641,1,0,1,0.0,333.0,93.00001999999999,213.0,0.9405818000000001,0.9405818000000001,50.0,50.0,0.9405815999999999,0.0,0.9405818000000001,0,7,0,0,6,3,0,1,0,0,1,1,0.7348465000000001,128,0,1
2642891417,2.33,1.7380000000000002,0.0,0.0,3.07,1.569,0.0,0.0,3.33,1.66,0.0,0.0,3.0,1.633,0.0,0.0,2.67,1.7,0.0,0.0,0.0,0.0,2.13,1.5859999999999999,0.0,0.0,3.73,1.569,2.07,1.611,0.0,0.0,1,0,1,0.0,11.0,131.0,251.0,0.929933,0.929933,50.0,50.0,0.9299329,0.0,0.929933,0,6,0,0,5,3,0,1,0,0,1,1,0.0,129,1,0
2642891418,0.0,0.0,2.73,1.389,0.0,0.0,3.0,1.317,0.0,0.0,2.93,1.34,0.0,0.0,2.8,1.376,0.0,0.0,3.0,1.3659999999999999,2.8,1.327,0.0,0.0,2.8,1.47,0.0,0.0,0.0,0.0,2.8,1.47,1,0,1,0.0,316.0,196.0,76.0,0.551779,0.5517791999999999,2.5840349999999996,2.3541060000000003,0.551779,0.0,0.5517791,0,6,1,1,3,3,0,0,0,0,1,1,2.02973,130,0,1
2642891419,3.0,1.3659999999999999,0.0,0.0,3.13,1.147,0.0,0.0,3.27,1.123,0.0,0.0,2.87,1.258,0.0,0.0,2.87,1.31,0.0,0.0,0.0,0.0,3.07,1.34,0.0,0.0,3.13,1.258,2.8,1.275,0.0,0.0,1,0,1,0.0,213.0,92.99999,333.0,0.6053968000000001,0.6053969,50.0,50.0,0.6053967,0.0,0.6053967,0,4,0,0,2,3,0,0,0,1,1,1,0.0,131,1,0
2642891420,2.4,1.4509999999999998,0.0,0.0,2.53,1.454,0.0,0.0,2.6,1.4509999999999998,0.0,0.0,2.53,1.454,0.0,0.0,2.53,1.454,0.0,0.0,0.0,0.0,2.4,1.4969999999999999,0.0,0.0,3.4,1.4969999999999999,2.33,1.445,0.0,0.0,1,1,1,0.0,13.999989999999999,134.0,254.0,0.5428071999999999,0.5428071999999999,50.0,50.0,0.5428071,0.0,0.5428071999999999,0,4,0,0,2,3,0,1,0,0,1,1,0.0,132,1,0
2642891421,0.0,0.0,2.93,1.34,0.0,0.0,3.2,1.222,0.0,0.0,3.13,1.204,0.0,0.0,3.07,1.2890000000000001,0.0,0.0,3.07,1.2890000000000001,3.0,1.3659999999999999,0.0,0.0,3.27,1.389,0.0,0.0,0.0,0.0,3.13,1.36,0,1,0,177.9218,148.8144,196.2705,179.1765,1.159666,1.732925,50.0,1.159666,0.8436681,1.397208,0.5537599,1,6,0,2,2,3,0,0,0,0,0,0,1.789364,133,0,1
2642891422,2.93,1.436,0.0,0.0,2.8,1.327,0.0,0.0,3.07,1.436,0.0,0.0,2.73,1.389,0.0,0.0,2.8,1.376,0.0,0.0,0.0,0.0,2.73,1.389,0.0,0.0,3.67,1.35,2.67,1.3980000000000001,0.0,0.0,1,0,1,332.5403,300.6246,0.9159241,7.9805600000000005,0.9576082,1.342023,50.0,50.0,0.4771665,50.0,50.0,0,7,0,0,6,0,0,0,1,1,0,0,0.0,134,1,0
2642891423,0.0,0.0,2.67,1.193,0.0,0.0,2.87,1.31,0.0,0.0,2.93,1.389,0.0,0.0,2.8,1.275,0.0,0.0,2.73,1.236,2.8,1.327,0.0,0.0,2.53,1.31,0.0,0.0,0.0,0.0,2.47,1.258,1,0,1,0.0,217.0,337.0,97.00001,0.7582579,0.758258,50.0,50.0,0.7582579,0.0,0.758258,0,7,0,0,6,3,1,0,1,0,1,1,0.7469623000000001,135,0,1
2642891424,2.87,1.5430000000000001,0.0,0.0,3.07,1.436,0.0,0.0,2.93,1.482,0.0,0.0,2.73,1.482,0.0,0.0,2.93,1.482,0.0,0.0,0.0,0.0,2.8,1.4240000000000002,0.0,0.0,3.67,1.445,2.8,1.4240000000000002,0.0,0.0,0,0,0,46.888659999999994,357.9922,16.11263,181.1952,1.150087,2.249012,3.180614,2.629308,0.6346189,1.8468360000000001,0.6986175,0,7,1,1,5,3,0,1,1,0,1,0,0.0,136,1,0
2642891425,0.0,0.0,3.6,1.306,0.0,0.0,2.93,1.181,0.0,0.0,3.67,1.135,0.0,0.0,3.27,0.998,0.0,0.0,2.8,1.166,3.2,1.275,0.0,0.0,3.13,1.36,0.0,0.0,0.0,0.0,2.87,1.4080000000000001,1,0,0,244.5523,190.8791,168.1972,121.6288,3.962475,4.156314,50.0,50.0,1.778884,4.441157,0.9282690999999998,0,5,0,0,2,3,1,0,0,0,0,0,2.233784,137,0,1
2642891426,2.93,1.526,0.0,0.0,3.07,1.482,0.0,0.0,3.07,1.482,0.0,0.0,2.93,1.482,0.0,0.0,3.07,1.482,0.0,0.0,0.0,0.0,3.2,1.641,0.0,0.0,3.27,1.436,2.93,1.652,0.0,0.0,0,0,0,219.4821,54.76428000000001,281.2148,23.180039999999998,1.934928,3.222178,50.0,50.0,1.778761,50.0,50.0,0,5,0,0,4,0,1,0,0,1,0,0,0.0,138,1,0
2642891428,0.0,0.0,2.87,1.5430000000000001,0.0,0.0,2.93,1.482,0.0,0.0,3.0,1.506,0.0,0.0,2.73,1.389,0.0,0.0,2.93,1.526,3.07,1.526,0.0,0.0,2.8,1.558,0.0,0.0,0.0,0.0,2.8,1.558,0,0,0,298.5357,168.3966,357.8927,20.77042,0.6957451,0.8966924000000001,50.0,50.0,0.5048603,50.0,50.0,0,4,0,0,3,0,0,0,1,1,0,0,1.3043930000000001,140,0,1
2642891429,3.73,1.482,0.0,0.0,3.4,1.625,0.0,0.0,3.4,1.625,0.0,0.0,3.67,1.535,0.0,0.0,3.4,1.625,0.0,0.0,0.0,0.0,3.8,1.47,0.0,0.0,2.6,1.625,3.53,1.5859999999999999,0.0,0.0,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,141,1,0
2642891430,3.27,1.692,0.0,0.0,3.27,1.692,0.0,0.0,3.13,1.7069999999999999,0.0,0.0,3.27,1.692,0.0,0.0,3.2,1.641,0.0,0.0,0.0,0.0,3.67,1.578,0.0,0.0,2.47,1.821,3.4,1.665,0.0,0.0,0,0,1,324.3499,184.1288,173.1336,108.3686,3.5874550000000003,3.742403,50.0,50.0,3.378967,4.132518,0.6115904000000001,0,7,0,0,6,5,0,0,0,0,0,0,0.0,142,1,0
2642891431,0.0,0.0,3.13,1.147,0.0,0.0,3.2,1.166,0.0,0.0,3.47,1.024,0.0,0.0,3.4,1.2,0.0,0.0,3.2,1.376,2.87,1.36,0.0,0.0,3.07,1.34,0.0,0.0,0.0,0.0,2.8,1.327,0,0,0,208.8151,161.6292,198.2928,189.2557,2.180279,2.760664,50.0,50.0,1.804254,2.5975639999999998,0.8668210999999999,1,7,0,0,6,5,0,0,0,0,0,0,2.8131310000000003,143,0,1
2642891434,0.0,0.0,3.67,1.35,0.0,0.0,3.6,1.4969999999999999,0.0,0.0,3.6,1.4969999999999999,0.0,0.0,3.6,1.4969999999999999,0.0,0.0,3.53,1.5,3.53,1.6280000000000001,0.0,0.0,3.8,1.514,0.0,0.0,0.0,0.0,3.8,1.514,0,0,0,93.45306,303.1203,28.01465,4.187805,3.095618,3.3715559999999996,50.0,50.0,1.7035919999999998,50.0,50.0,0,6,0,0,5,0,2,0,1,1,0,0,1.7881799999999999,146,0,1
2642891435,2.53,1.5,0.0,0.0,3.2,1.47,0.0,0.0,3.07,1.482,0.0,0.0,2.8,1.47,0.0,0.0,3.13,1.454,0.0,0.0,0.0,0.0,3.07,1.482,0.0,0.0,3.8,1.376,2.8,1.47,0.0,0.0,1,1,1,0.0,17.0,107.0,287.0,0.7339939,0.7339939999999999,50.0,4.062857,0.7339935000000001,0.0,0.7339939,0,7,0,1,6,4,0,1,0,0,1,1,0.0,147,1,0
2642891436,0.0,0.0,3.13,1.4080000000000001,0.0,0.0,3.27,1.34,0.0,0.0,3.13,1.31,0.0,0.0,3.13,1.36,0.0,0.0,3.13,1.36,3.33,1.445,0.0,0.0,3.33,1.445,0.0,0.0,0.0,0.0,3.2,1.4240000000000002,0,0,0,293.2942,145.9659,140.3689,176.2942,3.541238,3.9962739999999997,50.0,50.0,0.9349091,50.0,50.0,0,7,0,0,6,0,0,0,0,0,0,1,0.9932284,148,0,1
2642891437,0.0,0.0,2.8,1.47,0.0,0.0,2.8,1.4240000000000002,0.0,0.0,2.8,1.4240000000000002,0.0,0.0,2.8,1.47,0.0,0.0,2.53,1.4080000000000001,2.67,1.4909999999999999,0.0,0.0,2.47,1.454,0.0,0.0,0.0,0.0,2.33,1.35,0,0,1,0.0,307.0,187.0,67.0,0.7078501,0.7078502,50.0,50.0,0.70785,0.0,0.7078502,0,5,0,0,4,3,0,0,0,0,1,1,0.8226438,149,0,1
2648829172,0.0,0.0,3.73,1.389,0.0,0.0,2.73,1.611,0.0,0.0,2.53,1.6280000000000001,0.0,0.0,2.67,1.619,0.0,0.0,2.73,1.692,2.6,1.665,0.0,0.0,2.2,1.47,0.0,0.0,0.0,0.0,2.67,1.578,0,0,0,233.9413,190.03900000000002,284.4183,174.9413,1.840798,2.21492,2.855697,50.0,0.7805883000000001,50.0,50.0,1,7,1,0,5,0,0,0,0,0,0,0,1.679717,150,0,1
2648829173,2.07,1.2890000000000001,0.0,0.0,2.13,1.204,0.0,0.0,2.13,1.31,0.0,0.0,2.07,1.181,0.0,0.0,2.2,1.327,0.0,0.0,0.0,0.0,2.0,1.155,0.0,0.0,2.53,1.454,2.27,1.34,0.0,0.0,1,0,0,261.0885,108.43799999999999,256.125,352.1472,1.285768,3.3258769999999998,50.0,50.0,0.4938576,50.0,50.0,0,4,0,0,3,0,0,0,0,1,0,0,0.0,151,1,0
2648829174,2.47,1.6680000000000001,0.0,0.0,2.33,1.578,0.0,0.0,2.4,1.665,0.0,0.0,2.33,1.578,0.0,0.0,2.4,1.665,0.0,0.0,0.0,0.0,2.33,1.578,0.0,0.0,2.33,1.578,2.4,1.665,0.0,0.0,0,0,0,267.7946,70.36343000000001,36.867979999999996,317.4153,1.053341,4.260739,50.0,50.0,0.9473286,50.0,50.0,0,5,0,0,4,0,1,0,1,0,0,0,0.0,152,1,0
2648829175,0.0,0.0,3.47,1.784,0.0,0.0,3.4,1.855,0.0,0.0,3.4,1.855,0.0,0.0,3.47,1.784,0.0,0.0,3.47,1.784,3.53,1.821,0.0,0.0,3.6,1.744,0.0,0.0,0.0,0.0,3.6,1.744,0,0,0,102.6956,1000.0,1000.0,5.448273,50.0,50.0,50.0,50.0,4.479825,50.0,50.0,0,2,0,0,1,0,0,0,0,1,0,0,2.47594,153,0,1
2648829176,0.0,0.0,3.07,1.806,0.0,0.0,2.87,1.893,0.0,0.0,3.0,1.8969999999999998,0.0,0.0,2.93,1.879,0.0,0.0,2.87,1.893,2.87,1.893,0.0,0.0,2.87,1.893,0.0,0.0,0.0,0.0,3.07,1.8430000000000002,0,0,1,19.93231,0.5780029000000001,1000.0,52.23672,3.916807,50.0,50.0,50.0,3.0954900000000003,50.0,50.0,0,3,0,0,2,0,0,1,0,0,0,0,2.14182,154,0,1
2648829177,0.0,0.0,3.6,1.541,0.0,0.0,3.13,1.6680000000000001,0.0,0.0,3.2,1.72,0.0,0.0,3.13,1.6680000000000001,0.0,0.0,3.2,1.72,3.13,1.6680000000000001,0.0,0.0,3.13,1.6680000000000001,0.0,0.0,0.0,0.0,3.33,1.578,0,0,0,55.913940000000004,191.6283,160.9816,243.1328,2.4182349999999997,3.837013,50.0,50.0,1.7664990000000003,50.0,50.0,0,5,0,0,4,0,2,0,0,0,0,0,1.991134,155,0,1
2648829178,0.0,0.0,3.13,1.5430000000000001,0.0,0.0,2.8,1.558,0.0,0.0,2.8,1.558,0.0,0.0,2.73,1.569,0.0,0.0,2.8,1.558,2.73,1.569,0.0,0.0,2.73,1.569,0.0,0.0,0.0,0.0,2.73,1.569,0,1,1,4.201904,315.1041,182.9114,227.6413,1.374676,1.6506869999999998,50.0,50.0,1.321412,50.0,50.0,0,7,0,0,6,0,2,0,0,0,0,0,1.25189,156,0,1
2648829179,0.0,0.0,2.87,1.6680000000000001,0.0,0.0,2.4,1.5830000000000002,0.0,0.0,2.47,1.5859999999999999,0.0,0.0,2.4,1.5830000000000002,0.0,0.0,2.33,1.578,2.53,1.7069999999999999,0.0,0.0,2.33,1.578,0.0,0.0,0.0,0.0,2.33,1.578,0,0,0,83.83447,231.1402,1000.0,190.3624,2.486822,50.0,50.0,50.0,2.366923,50.0,50.0,0,3,0,0,2,0,0,0,0,0,0,0,2.7646990000000002,157,0,1
2648829180,0.0,0.0,3.2,1.796,0.0,0.0,2.33,1.619,0.0,0.0,2.4,1.705,0.0,0.0,2.27,1.611,0.0,0.0,2.33,1.7,2.27,1.611,0.0,0.0,2.2,1.641,0.0,0.0,0.0,0.0,2.27,1.7309999999999999,1,0,0,262.6365,272.0931,269.2985,319.802,3.229892,4.388566,50.0,50.0,0.7381123,50.0,50.0,0,5,0,0,4,0,0,0,0,0,0,0,1.457814,158,0,1
2648829181,0.0,0.0,3.2,1.681,0.0,0.0,3.07,1.652,0.0,0.0,3.13,1.7069999999999999,0.0,0.0,2.93,1.611,0.0,0.0,3.0,1.673,3.0,1.673,0.0,0.0,3.0,1.673,0.0,0.0,0.0,0.0,3.07,1.7309999999999999,0,0,0,234.6073,342.4438,186.9094,36.97084,1.180217,1.694323,50.0,50.0,1.095308,50.0,50.0,0,8,0,0,7,0,2,1,0,1,0,0,1.021982,159,0,1
2648829182,3.67,1.7,0.0,0.0,3.13,1.7069999999999999,0.0,0.0,3.2,1.7590000000000001,0.0,0.0,3.13,1.784,0.0,0.0,3.07,1.7309999999999999,0.0,0.0,0.0,0.0,3.13,1.784,0.0,0.0,3.13,1.784,3.07,1.7309999999999999,0.0,0.0,0,0,0,214.9928,38.55073,1000.0,308.4469,2.80919,50.0,50.0,50.0,1.647489,50.0,50.0,0,3,0,0,2,0,0,1,0,0,0,0,0.0,160,1,0
2648829183,0.0,0.0,3.07,1.806,0.0,0.0,2.6,1.744,0.0,0.0,2.67,1.814,0.0,0.0,2.6,1.744,0.0,0.0,2.6,1.744,2.6,1.744,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,0.0,0.0,2.6,1.744,1,0,0,114.28,172.2545,186.33599999999998,216.2872,3.624725,4.187982,50.0,50.0,1.1880600000000001,50.0,50.0,0,6,0,0,5,0,0,0,0,0,0,0,0.9480267,161,0,1
2648829184,0.0,0.0,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,2.67,1.814,0.0,0.0,2.67,1.814,2.93,1.8430000000000002,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,0.0,0.0,2.93,1.8430000000000002,0,0,0,240.6281,308.5367,1000.0,281.3481,5.672211,50.0,50.0,4.101646,4.101646,50.0,50.0,0,3,0,2,2,0,0,0,0,0,0,0,0.6021865,162,0,1
2648829185,0.0,0.0,2.87,1.821,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,2.93,1.8430000000000002,3.13,1.893,0.0,0.0,3.13,1.893,0.0,0.0,0.0,0.0,3.13,1.893,0,0,0,259.1347,304.4843,248.1046,225.5066,2.144621,2.8046,1.534274,50.0,2.079225,50.0,50.0,0,10,1,0,8,0,2,0,0,0,0,0,0.7469920999999999,163,0,1
2648829186,0.0,0.0,3.4,1.744,0.0,0.0,3.33,1.619,0.0,0.0,3.33,1.619,0.0,0.0,3.27,1.692,0.0,0.0,3.27,1.652,3.2,1.72,0.0,0.0,3.27,1.652,0.0,0.0,0.0,0.0,3.27,1.652,1,0,0,91.57361,19.06598,49.461240000000004,52.891740000000006,3.319833,4.623530000000001,50.0,50.0,3.2506049999999997,50.0,50.0,1,7,0,0,6,0,2,1,0,0,0,0,0.6418722,164,0,1
2648829187,2.53,1.6680000000000001,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,0.0,0.0,2.53,1.6680000000000001,0.0,0.0,2.8,1.72,2.53,1.6680000000000001,0.0,0.0,1,1,0,256.7852,98.70485,251.3204,164.7812,0.6161842,0.9952629000000001,50.0,50.0,0.5223066,50.0,50.0,0,7,0,0,6,0,0,0,0,0,0,0,0.0,165,1,0
2648829188,0.0,0.0,2.2,1.4240000000000002,0.0,0.0,2.07,1.389,0.0,0.0,2.07,1.389,0.0,0.0,1.87,1.31,0.0,0.0,2.0,1.3659999999999999,2.0,1.4140000000000001,0.0,0.0,1.87,1.31,0.0,0.0,0.0,0.0,2.07,1.389,0,0,1,327.6071,284.3906,78.83513,170.8982,1.2824659999999999,1.450828,50.0,50.0,0.9479085999999999,50.0,50.0,0,7,0,0,6,0,2,0,0,0,0,0,1.3869040000000001,166,0,1
2648829189,0.0,0.0,2.2,1.558,0.0,0.0,1.8,1.222,0.0,0.0,1.93,1.389,0.0,0.0,1.73,1.181,0.0,0.0,1.93,1.389,1.73,1.181,0.0,0.0,1.73,1.181,0.0,0.0,0.0,0.0,2.0,1.4140000000000001,0,0,0,150.5803,304.427,170.7648,82.2345,0.8168786,1.780309,50.0,5.062387,0.462454,2.712356,0.9969434000000001,0,8,0,1,7,4,0,0,0,0,0,0,2.379234,167,0,1
2648829190,2.6,1.744,0.0,0.0,2.0,1.317,0.0,0.0,2.27,1.569,0.0,0.0,2.0,1.4140000000000001,0.0,0.0,2.0,1.4140000000000001,0.0,0.0,0.0,0.0,1.8,1.222,0.0,0.0,2.47,1.5859999999999999,1.8,1.327,0.0,0.0,1,0,1,0.0,267.0,27.000009999999996,147.0,0.7466218000000001,0.7466219000000001,4.916628,50.0,0.7466214,0.0,0.7466218000000001,0,8,1,0,6,3,0,0,1,0,1,1,0.0,168,1,0
2648829191,2.73,1.569,0.0,0.0,2.73,1.482,0.0,0.0,2.87,1.5430000000000001,0.0,0.0,2.73,1.482,0.0,0.0,2.8,1.558,0.0,0.0,0.0,0.0,2.87,1.5859999999999999,0.0,0.0,2.93,1.652,3.13,1.5859999999999999,0.0,0.0,0,1,0,250.8577,194.0826,165.4188,223.4666,2.449147,2.526322,50.0,50.0,2.115761,2.765876,0.712386,0,6,0,0,4,3,2,0,0,0,0,0,0.0,169,1,0
2648829192,2.93,1.7309999999999999,0.0,0.0,2.87,1.7069999999999999,0.0,0.0,2.87,1.7069999999999999,0.0,0.0,2.87,1.7069999999999999,0.0,0.0,2.87,1.7069999999999999,0.0,0.0,0.0,0.0,2.93,1.7309999999999999,0.0,0.0,3.0,1.713,2.93,1.7309999999999999,0.0,0.0,0,1,0,165.6169,206.0469,157.227,169.8342,1.3406280000000002,1.3966100000000001,50.0,50.0,0.2723939,0.9201078000000001,0.6537603,0,4,0,0,0,3,0,0,0,0,0,0,0.0,170,1,0
2648829193,0.0,0.0,2.93,1.7309999999999999,0.0,0.0,2.53,1.6280000000000001,0.0,0.0,2.53,1.7069999999999999,0.0,0.0,2.53,1.6280000000000001,0.0,0.0,2.53,1.7069999999999999,2.47,1.6280000000000001,0.0,0.0,2.4,1.625,0.0,0.0,0.0,0.0,2.67,1.7,0,0,1,31.01315,3.8375550000000005,351.3956,342.0502,4.183591000000001,4.640758,0.8155574999999999,50.0,2.513173,4.868525,0.7486463000000001,0,7,1,0,5,4,0,1,1,1,1,0,2.965246,171,0,1
2648829194,3.27,1.7690000000000001,0.0,0.0,3.2,1.72,0.0,0.0,3.27,1.7690000000000001,0.0,0.0,3.2,1.72,0.0,0.0,3.27,1.7690000000000001,0.0,0.0,0.0,0.0,3.2,1.72,0.0,0.0,2.67,1.7,3.27,1.7690000000000001,0.0,0.0,0,1,0,132.4383,191.1294,171.4675,170.7823,3.281864,4.26957,50.0,50.0,3.128141,3.721229,0.8077036,0,5,0,0,2,4,0,0,0,0,0,0,0.0,172,1,0
2648829195,0.0,0.0,3.0,1.5919999999999999,0.0,0.0,2.33,1.3980000000000001,0.0,0.0,2.53,1.5,0.0,0.0,2.2,1.376,0.0,0.0,2.27,1.482,2.13,1.36,0.0,0.0,2.13,1.36,0.0,0.0,0.0,0.0,2.4,1.4969999999999999,0,0,0,112.0687,16.90305,115.5572,310.9452,1.158756,2.155143,2.421412,50.0,1.044367,50.0,50.0,0,7,1,0,5,0,0,1,0,0,0,0,2.71651,173,0,1
2648829196,3.33,1.66,0.0,0.0,2.87,1.5859999999999999,0.0,0.0,3.13,1.6680000000000001,0.0,0.0,3.0,1.633,0.0,0.0,2.8,1.681,0.0,0.0,0.0,0.0,2.67,1.619,0.0,0.0,2.67,1.619,2.73,1.692,0.0,0.0,0,0,0,298.038,335.5641,357.8825,57.011540000000004,5.037866999999999,5.188845,50.0,50.0,2.60145,50.0,50.0,0,5,0,0,4,0,0,1,1,0,0,0,0.0,174,1,0
2648829197,2.67,1.814,0.0,0.0,2.8,1.7590000000000001,0.0,0.0,2.8,1.7590000000000001,0.0,0.0,2.73,1.7690000000000001,0.0,0.0,2.8,1.7590000000000001,0.0,0.0,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,2.67,1.814,2.93,1.8430000000000002,0.0,0.0,0,0,0,146.423,223.7832,272.0123,112.3849,3.1192509999999998,4.553574,50.0,0.780138,0.780138,50.0,50.0,0,4,0,2,3,0,0,0,0,0,0,0,0.0,175,1,0
2648829198,0.0,0.0,3.47,1.6680000000000001,0.0,0.0,2.87,1.784,0.0,0.0,2.93,1.8430000000000002,0.0,0.0,2.87,1.784,0.0,0.0,2.93,1.8430000000000002,2.87,1.784,0.0,0.0,2.87,1.784,0.0,0.0,0.0,0.0,3.13,1.784,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,1.489354,176,0,1
2648829199,3.4,1.781,0.0,0.0,3.4,1.781,0.0,0.0,3.4,1.781,0.0,0.0,3.4,1.781,0.0,0.0,3.4,1.781,0.0,0.0,0.0,0.0,3.4,1.781,0.0,0.0,3.0,1.932,3.4,1.781,0.0,0.0,0,0,0,1000.0,1000.0,1000.0,1000.0,50.0,50.0,1.229452,50.0,50.0,50.0,50.0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,177,1,0
2648829200,0.0,0.0,3.73,1.692,0.0,0.0,3.33,1.7,0.0,0.0,3.33,1.7,0.0,0.0,3.53,1.7069999999999999,0.0,0.0,3.2,1.72,3.33,1.814,0.0,0.0,3.53,1.7069999999999999,0.0,0.0,0.0,0.0,3.53,1.7069999999999999,0,0,0,191.93200000000002,1000.0,1000.0,353.509,50.0,50.0,50.0,50.0,3.573754,50.0,50.0,0,2,0,0,1,0,0,0,0,1,0,0,0.729978,178,0,1
